"","segment_urb","frec_urb","q_urb_lb","q_urb_lbm"
"1","1",8993,0.325030579339486,0.0522628711219838
"2","2",6237,0.80343113676447,0.328843995510662
"3","3",12112,0.41446499339498,0.129293262879789
