"","X","FOLIOVIV","FOLIOHOG","tam_loc","sexo_jefe","edad_jefe","educa_jefe","tot_integ","p12_64","p65mas","remesas","ing_cor","int0a12","int12a64","int65a98","depdemog","muj12a49","tot_per","ltot_per","p_esc3","p_esc5b","trab_sub","trab_ind","trab_s_pago","seg_alim2","seg_alim3","seg_alim_a","seg_pop","ss","jtrab_ind","ssjtrabind","con_remesas","viv_prop","viv_rent","tot_cuar","bao13","piso_fir","piso_rec","combustible","sin_refri","sin_vehi","sin_compu","sin_vidvd","sin_telef","sin_horno","factor","rururb","tamhogesc","ict","ictpc","finalMemb_rur"
"8959",8959,1460948926,1,4,1,52,3,3,3,0,0,47038.54,0,3,0,0,0,3,1.09861228866811,0,0,2,1,0,0,0,0,1,3,0,0,0,1,0,5,1,0,1,0,0,0,1,0,1,1,368,1,2.9835,13954.84848386,4678.00636294956,4
"8960",8960,1460948928,1,4,1,31,4,4,2,0,58.69,10898.43,2,2,0,1,1,4,1.38629436111989,1,0,0,2,0,0,0,0,3,0,1,0,1,0,0,4,0,0,1,0,0,0,1,0,1,0,368,1,3.3952,2508.82567428,739.638570417059,1
"8961",8961,1460953301,1,4,2,36,3,4,2,0,0,43342.74,2,2,0,1,1,4,1.38629436111989,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,1,0,338,1,3.1415,12320.52206237,3922.54132177941,3
"8962",8962,1460953303,1,4,2,24,5,3,2,0,0,33527.03,1,2,0,0.5,1,3,1.09861228866811,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,338,1,2.6921,9506.55481893,3531.90703128784,3
"8963",8963,1460953304,1,4,1,62,3,7,4,0,0,38193.08,2,4,0,0.5,2,6,1.79175946922805,1,0,4,0,0,0,0,0,3,3,0,0,0,0,0,3,1,0,1,0,0,0,1,1,1,0,338,1,5.8687,11247.15763953,1917.29451829707,4
"8964",8964,1460953305,1,4,1,20,4,3,2,0,0,16764.02,1,2,0,0.5,1,3,1.09861228866811,1,0,1,0,0,0,0,0,3,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1,338,1,2.6921,4806.02688042,1785.86195922143,3
"8965",8965,1460953306,1,4,1,39,5,5,4,0,0,32918.9,1,4,0,0.25,3,5,1.6094379124341,1,0,2,0,0,0,0,0,0,5,0,0,0,0,0,4,1,0,1,0,0,0,1,1,1,1,338,1,4.1711,7419.74433044,1779.60620230635,4
"8966",8966,1460953307,1,4,1,68,3,3,1,2,0,24286.68,0,1,2,2,1,3,1.09861228866811,1,0,1,0,0,0,0,0,2,3,0,0,0,1,0,4,0,0,1,0,0,0,1,1,1,0,338,1,2.9835,5733.25038337,1922.31737334339,5
"8967",8967,1460953308,1,4,1,74,3,5,3,2,1760.86,62001.36,0,3,2,0.666666666666667,2,5,1.6094379124341,1,0,3,1,2,0,0,0,5,0,1,0,1,1,0,6,0,1,0,0,0,0,1,1,1,1,338,1,4.9725,18520.20562592,3725.32491220111,1
"8968",8968,1460953309,1,4,1,28,3,5,2,0,0,24840.67,3,2,0,1.5,1,5,1.6094379124341,0,0,1,1,0,0,0,0,4,1,0,0,0,1,0,1,0,1,0,0,0,0,1,1,1,1,338,1,4.1334,6609.61583408,1599.83288190836,3
"8969",8969,1460953310,1,4,1,41,4,3,2,0,0,45680.41,1,2,0,0.5,1,3,1.09861228866811,1,0,2,0,0,0,0,0,0,3,0,0,0,1,0,4,1,0,1,0,0,0,0,0,1,0,338,1,2.7272,13202.08823678,4841.52810090202,4
"8970",8970,1460953413,1,4,1,53,4,5,4,0,0,31618.39,1,4,0,0.25,0,5,1.6094379124341,0,0,2,1,0,0,0,0,0,3,0,0,0,1,0,3,0,1,0,0,0,0,1,0,1,1,338,1,4.7162,8752.74674154,1856.6776094186,4
"8971",8971,1460953414,1,4,1,52,3,7,6,0,0,83489.01,0,6,0,0,1,6,1.79175946922805,1,1,4,0,0,0,0,0,0,5,0,0,0,1,0,2,0,1,0,0,0,0,1,0,1,1,338,1,6.3813,25339.22827922,3971.70005785968,4
"8972",8972,1460953415,1,4,1,34,5,4,2,1,0,41614.99,1,2,1,1,1,4,1.38629436111989,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,0,0,0,1,1,1,1,338,1,3.7217,11674.67226089,3137.65052553672,4
"8973",8973,1460953416,1,4,1,44,4,6,3,1,22989.13,40422.89,2,3,1,1,1,6,1.79175946922805,1,0,1,1,0,0,0,0,6,3,0,0,1,1,0,4,0,0,1,0,0,0,1,1,1,0,338,1,5.4193,11891.49285777,2195.10124144631,2
"8974",8974,1460953417,1,4,1,24,4,4,2,0,0,28747.83,2,2,0,1,1,4,1.38629436111989,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,0,338,1,3.3952,7859.09812422,2315.47282169533,5
"8975",8975,1460953518,1,4,1,52,4,6,4,0,19076.08,38220.31,2,4,0,0.5,1,6,1.79175946922805,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,1,0,1,0,0,0,1,0,1,0,338,1,5.1305,11497.42130783,2241.79939729656,1
"8976",8976,1460953519,1,4,2,48,1,5,4,0,0,25330.93,1,4,0,0.25,2,5,1.6094379124341,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,1,1,1,1,338,1,3.8823,7102.08624026,1830.09261011771,4
"8977",8977,1460953520,1,4,1,31,4,4,2,0,0,23579.85,2,2,0,1,1,4,1.38629436111989,0,0,1,0,0,0,0,0,4,1,0,0,0,1,0,1,1,1,0,0,0,0,1,1,1,1,338,1,3.4303,6661.35419532,1942.62440466432,3
"8978",8978,1460953521,1,4,1,28,7,3,2,0,0,21033.58,0,2,0,0,1,2,0.693147180559945,1,0,1,0,0,0,0,0,3,2,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,0,338,1,2.6921,5658.04302214,2102.34951232867,5
"8979",8979,1460953522,1,4,1,51,1,5,5,0,0,72506.43,0,5,0,0,1,5,1.6094379124341,0,0,4,0,0,0,0,0,3,2,0,0,0,1,0,3,0,1,0,0,0,0,1,1,1,1,338,1,4.6837,21854.91934281,4666.95199154728,4
"8980",8980,1460953523,1,4,1,42,5,5,4,0,1467.39,37632.07,1,4,0,0.25,2,5,1.6094379124341,0,0,2,1,1,0,0,0,5,0,0,0,1,1,0,2,1,1,0,1,0,0,1,1,1,0,338,1,4.1386,10170.76630469,2458.29626073793,3
"8981",8981,1460953624,1,4,1,39,3,6,4,0,0,56562.23,2,4,0,0.5,2,6,1.79175946922805,0,0,3,0,0,0,0,0,5,6,0,0,0,1,0,2,0,1,0,1,0,0,1,1,1,1,338,1,4.8417,16676.42237862,3445.12548869612,4
"8982",8982,1460953625,1,4,1,55,3,4,4,0,0,78882.88,0,4,0,0,1,4,1.38629436111989,0,0,1,1,0,0,0,0,2,2,1,0,0,1,0,5,1,0,1,1,0,0,1,1,1,1,338,1,3.6892,23849.92270658,6465.52420757346,1
"8983",8983,1460953626,1,4,1,48,3,8,6,0,6688.52,59433.16,2,6,0,0.333333333333333,2,8,2.07944154167984,0,0,4,0,0,0,0,0,6,2,0,0,1,1,0,3,0,1,0,1,0,0,1,0,1,0,338,1,6.8307,17590.44632148,2576.05765462983,2
"8984",8984,1461077001,1,4,1,54,6,6,4,0,0,94039.59,2,4,0,0.5,2,6,1.79175946922805,0,1,2,1,2,0,0,0,6,0,1,0,0,1,0,5,1,0,1,0,0,0,1,1,1,0,346,1,5.1305,29220.34348283,5696.22336669525,2
"8985",8985,1461077003,1,4,1,58,8,4,4,0,3228.26,50844.94,0,4,0,0,0,4,1.38629436111989,1,0,2,0,0,0,0,0,4,0,0,0,1,1,0,3,0,1,0,0,0,0,1,1,1,1,346,1,3.6892,15246.08955386,4133.35648754744,1
"8986",8986,1461077004,1,4,1,56,6,4,4,0,0,83863.52,0,4,0,0,2,4,1.38629436111989,1,0,1,1,0,0,0,0,1,2,1,0,0,1,0,4,1,0,1,0,0,0,0,1,1,0,346,1,3.978,25878.15025345,6506.06542319004,4
"8987",8987,1461077005,1,4,1,46,6,4,4,0,0,65167.45,0,4,0,0,2,4,1.38629436111989,0,0,2,1,2,0,0,0,0,0,1,0,0,1,0,4,1,0,1,1,0,0,0,1,1,1,346,1,3.4329,19706.59531308,5741.21827407731,1
"8988",8988,1461077706,1,4,1,45,3,4,3,0,0,18860.21,1,3,0,0.333333333333333,1,4,1.38629436111989,0,0,2,0,0,0,0,1,4,0,0,0,0,1,0,4,1,1,0,1,0,1,1,1,1,1,346,1,3.4329,4550.50766895,1326.2665877101,1
"8989",8989,1461077707,1,4,2,28,8,5,4,0,0,42824.02,1,4,0,0.25,2,5,1.6094379124341,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,1,346,1,4.6811,12864.14824537,2748.89007826579,1
"8990",8990,1461077709,1,4,2,60,6,5,3,0,0,26771.54,1,3,0,0.333333333333333,1,4,1.38629436111989,0,0,0,2,0,0,1,0,3,1,0,0,0,0,0,5,1,1,0,0,0,0,1,1,1,0,346,1,4.4248,5740.30224727,1298.07608191783,1
"8991",8991,1461077710,1,4,2,80,3,1,0,1,0,10160.96,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,6,0,1,0,0,0,1,1,1,1,0,346,1,1,2466.82509227,2466.82509227,5
"8992",8992,1461077714,1,4,1,55,10,3,3,0,0,47143.53,0,3,0,0,0,3,1.09861228866811,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,5,0,1,0,0,0,0,0,0,1,0,346,1,2.6947,13278.67184322,4928.32840138791,4
"8993",8993,1461077715,1,4,1,65,3,2,1,1,0,30680.07,0,1,1,1,0,2,0.693147180559945,1,1,0,2,0,0,0,0,0,1,1,1,0,1,0,3,1,0,1,1,0,0,1,1,1,1,346,1,1.989,8436.0434742,4241.84639225742,5
"8994",8994,1461077822,1,4,1,48,6,4,4,0,0,24167.19,0,4,0,0,2,4,1.38629436111989,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,4,1,1,0,0,0,1,1,1,1,0,346,1,3.978,6286.68662316,1581.11227329311,1
"8995",8995,1461077823,1,4,1,49,3,5,5,0,0,41552.42,0,5,0,0,2,5,1.6094379124341,0,1,2,1,1,0,0,0,5,1,1,1,0,1,0,4,1,1,0,0,0,0,0,0,1,0,346,1,4.3949,11547.52553193,2628.25557622016,1
"8996",8996,1461077825,1,4,1,79,4,2,0,2,0,27727.85,0,0,2,0,0,2,0.693147180559945,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0,3,1,0,1,0,0,0,1,1,1,0,346,1,1.989,7305.0361957,3673.21528190045,5
"8997",8997,1461077918,1,4,1,42,6,4,4,0,0,21921.7,0,4,0,0,3,4,1.38629436111989,1,0,1,0,0,0,0,0,4,1,0,0,0,1,0,4,1,1,0,0,0,0,0,1,1,0,346,1,3.4004,6135.18292737,1804.95921873015,1
"8998",8998,1461077919,1,4,1,87,1,4,2,2,0,9529.52,0,2,2,1,0,4,1.38629436111989,1,0,0,3,0,0,0,0,4,0,1,0,0,1,0,5,1,1,0,0,0,0,1,1,1,1,346,1,3.978,1636.49023244,412.133793976873,1
"8999",8999,1461077920,1,4,1,40,3,4,3,0,0,11560.82,0,3,0,0,2,3,1.09861228866811,1,1,1,0,0,0,0,0,4,0,0,0,0,1,0,4,1,1,0,1,0,1,1,0,1,1,346,1,3.6866,2368.71072003,643.247794724136,1
"9000",9000,1461077921,1,4,1,75,3,2,0,2,0,10425.18,0,0,2,0,0,2,0.693147180559945,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0,3,0,1,0,0,0,1,1,1,1,1,346,1,1.989,2464.0665016,1239.34414358974,5
"9001",9001,1461213211,1,4,1,46,5,3,3,0,0,37366.04,0,3,0,0,2,3,1.09861228866811,1,1,1,1,0,0,0,0,3,3,1,0,0,1,0,4,1,0,1,0,0,0,1,1,1,1,473,1,2.9835,10086.77546411,3381.51800372381,1
"9002",9002,1461213212,1,4,2,67,1,5,2,2,5569.06,49315.41,0,2,2,1,2,4,1.38629436111989,1,0,2,1,1,1,1,0,4,0,1,0,1,1,0,3,0,1,0,1,0,1,1,0,1,1,473,1,4.3923,14809.79180822,3372.53468757143,1
"9003",9003,1461213213,1,4,2,17,6,2,2,0,0,26949.62,0,2,0,0,2,2,0.693147180559945,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,1,1,473,1,1.7002,7078.05936023,4163.48638997177,5
"9004",9004,1461213214,1,4,1,41,3,5,4,0,0,50868.07,1,4,0,0.25,1,5,1.6094379124341,0,1,4,0,0,0,0,0,4,1,0,0,0,1,0,6,0,0,1,0,0,0,1,0,1,1,473,1,4.4274,14921.29976078,3370.99136305281,1
"9005",9005,1461213215,1,4,1,48,4,3,3,0,0,35685.4,0,3,0,0,1,3,1.09861228866811,0,1,3,0,0,0,0,0,2,0,0,0,0,1,0,4,1,0,1,0,0,0,1,0,0,1,473,1,2.6947,10132.49262889,3760.78499606264,1
"9006",9006,1461213221,1,4,2,77,3,2,1,1,0,61548.51,0,1,1,1,0,2,0.693147180559945,0,0,1,1,1,0,0,0,2,0,1,0,0,1,0,6,1,1,0,0,0,1,1,1,0,0,473,1,1.989,12724.88782406,6398.12811667169,5
"9007",9007,1461213222,1,4,1,66,3,8,4,1,0,72888.47,3,4,1,1,1,8,2.07944154167984,0,1,3,1,0,1,1,1,4,6,0,0,0,0,1,4,0,0,1,1,0,0,1,1,1,1,473,1,7.152,22548.97096743,3153.68050439457,2
"9008",9008,1461213225,1,4,1,73,1,2,1,1,0,56247.17,0,1,1,1,1,2,0.693147180559945,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,1,0,0,0,1,1,1,0,473,1,1.989,15257.46774755,7671.42119032177,5
"9009",9009,1461213306,1,4,1,48,5,4,3,0,0,44592.06,1,3,0,0.333333333333333,1,4,1.38629436111989,0,0,1,1,0,0,0,0,4,0,0,0,0,1,0,4,1,1,0,0,0,1,1,1,1,0,473,1,3.7217,12762.47472485,3429.93697096757,1
"9010",9010,1461213307,1,4,1,70,1,2,1,1,8804.34,31385.48,0,1,1,1,0,2,0.693147180559945,0,1,1,0,0,0,1,0,2,0,0,0,1,0,0,3,1,1,0,0,0,1,1,1,1,0,473,1,1.989,7829.3004893,3936.79712885872,5
"9011",9011,1461213308,1,4,2,82,4,3,2,1,1711.95,40073.12,0,2,1,0.5,0,3,1.09861228866811,0,0,2,0,0,0,1,0,2,0,0,0,1,1,0,4,1,0,1,0,0,1,1,1,0,1,473,1,2.9835,11018.010539,3693.64640154181,5
"9012",9012,1461213309,1,4,1,32,4,3,2,0,0,29675.07,1,2,0,0.5,1,3,1.09861228866811,1,0,2,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,1,0,0,1,1,0,1,1,473,1,2.7272,8397.75109253,3079.89083768334,4
"9013",9013,1461213310,1,4,1,35,6,4,2,0,0,70409.16,1,2,0,0.5,1,3,1.09861228866811,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,5,1,0,1,0,0,0,1,0,1,0,473,1,3.3952,20572.29291899,6059.93405955172,5
"9014",9014,1461213416,1,4,1,72,1,4,2,2,8804.34,18381.97,0,2,2,1,0,4,1.38629436111989,0,1,1,0,0,0,0,0,4,0,0,0,1,1,0,4,1,1,0,0,0,1,1,1,1,0,473,1,3.4004,3918.27696393,1153.00475353782,1
"9015",9015,1461213418,1,4,1,60,4,2,2,0,0,6621.71,0,2,0,0,0,2,0.693147180559945,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,4,1,0,1,0,0,0,1,1,0,1,473,1,1.989,1344.26291938,676.345861930618,5
"9016",9016,1461213420,1,4,1,32,7,5,2,0,4402.17,20811.7,3,2,0,1.5,1,5,1.6094379124341,0,0,1,0,0,0,0,0,5,0,0,0,1,1,0,3,1,0,1,0,0,1,1,0,1,0,473,1,4.1334,5374.23957557,1300.95634963226,3
"9017",9017,1461213502,1,4,2,64,3,2,2,0,0,28785.78,0,2,0,0,0,2,0.693147180559945,0,1,0,1,0,0,0,0,2,0,0,0,0,1,0,5,0,0,1,0,0,0,1,1,0,0,473,1,1.989,6972.23935572,3505.89660921066,5
"9018",9018,1461213503,1,4,1,25,6,2,1,0,0,24808.65,1,1,0,1,0,2,0.693147180559945,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1,473,1,1.6976,7199.69208339,4241.51135920712,5
"9019",9019,1461213505,1,4,1,53,4,5,3,0,22010.86,52406.28,2,3,0,0.666666666666667,1,5,1.6094379124341,1,0,2,1,1,0,0,0,4,1,1,1,1,1,0,5,0,0,1,0,0,0,1,1,1,1,473,1,4.4599,15928.59610028,3572.28996172111,1
"9020",9020,1461346601,1,4,1,92,1,2,0,2,0,25362.66,0,0,2,0,0,2,0.693147180559945,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,5,1,0,1,1,0,0,1,1,1,0,531,1,1.989,5263.35463737,2646.72882723479,5
"9021",9021,1461346602,1,4,1,70,1,2,1,1,0,15536.14,0,1,1,1,0,2,0.693147180559945,1,0,1,1,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,1,1,1,1,1,1,1,531,1,1.989,3540.0909939,1780.33182197084,5
"9022",9022,1461346603,1,4,2,42,6,5,4,0,0,35914.58,1,4,0,0.25,2,5,1.6094379124341,0,1,4,0,0,1,1,0,3,1,0,0,0,0,0,5,1,0,1,0,0,0,1,0,1,1,531,1,4.1035,10003.08259273,2438.45158833435,1
"9023",9023,1461346604,1,4,1,33,4,4,2,0,0,23732.96,2,2,0,1,1,4,1.38629436111989,1,0,2,0,0,0,0,0,4,0,0,0,0,1,0,2,1,0,1,0,0,0,1,1,1,1,531,1,3.4654,6423.40191116,1854.29310069833,3
"9024",9024,1461346611,1,4,1,34,3,5,2,0,1254.09,14181.59,2,2,0,1,1,4,1.38629436111989,1,0,1,1,1,0,0,0,5,0,1,0,1,1,0,3,0,0,1,0,0,0,1,1,1,0,531,1,4.1685,3182.87046836,764.313054662349,3
"9025",9025,1461346612,1,4,1,47,4,5,5,0,0,20184.54,0,5,0,0,2,5,1.6094379124341,0,1,4,1,1,0,0,0,5,0,1,0,0,1,0,3,0,1,0,1,0,1,1,0,1,1,531,1,4.1386,5225.36952168,1263.35188751752,2
"9026",9026,1461346613,1,4,1,36,6,4,2,0,0,26926.84,2,2,0,1,1,4,1.38629436111989,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,6,1,0,1,0,0,0,1,0,1,1,531,1,3.4654,7483.42911545,2160.18194593698,5
"9027",9027,1461346614,1,4,2,60,3,1,1,0,4278.68,16188.84,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,3,0,0,1,0,0,1,1,1,1,1,531,1,1,2484.95750734,2484.95750734,5
"9028",9028,1461346706,1,4,1,45,3,5,4,0,0,39757.24,1,4,0,0.25,2,5,1.6094379124341,0,0,2,1,0,0,0,0,4,0,1,0,0,0,0,3,0,1,0,0,0,1,1,0,1,0,531,1,4.1386,11074.62288451,2676.69296006137,1
"9029",9029,1461346707,1,4,1,65,3,1,0,1,2950.81,13954.9,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,3,1,0,1,0,0,1,1,1,1,0,531,1,1,2953.47013801,2953.47013801,5
"9030",9030,1461346708,1,4,2,90,1,2,1,1,0,4172.83,0,1,1,1,0,2,0.693147180559945,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,2,1,0,1,0,0,1,1,1,1,1,531,1,1.989,682.73160054,343.750930387129,5
"9031",9031,1461346709,1,4,2,30,6,5,2,0,0,29048.55,3,2,0,1.5,1,5,1.6094379124341,0,0,1,0,0,0,1,1,5,1,0,0,0,1,0,3,1,0,1,0,0,1,1,0,1,1,531,1,4.2036,7935.07052361,1888.44659901275,3
"9032",9032,1461346816,1,4,1,42,6,7,4,0,0,55568.79,3,4,0,0.75,2,7,1.94591014905531,1,1,4,0,0,0,0,0,0,7,0,0,0,0,0,4,1,0,1,0,0,0,1,0,1,0,531,1,5.615,15935.16159622,2838.78479006589,4
"9033",9033,1461346817,1,4,2,83,1,6,2,1,14754.09,39220.21,3,2,1,2,1,6,1.79175946922805,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,5,1,0,1,0,0,0,1,0,0,0,531,1,5.1279,11473.96743744,2238.36177332631,1
"9034",9034,1461346819,1,4,1,37,4,5,2,1,0,57530.12,2,2,1,1.5,1,5,1.6094379124341,0,0,1,2,0,0,0,0,1,4,1,0,0,0,0,3,1,0,1,0,0,0,1,0,1,1,531,1,4.4248,16755.49167904,3787.49694427771,4
"9035",9035,1461346820,1,4,2,55,10,2,2,0,0,74447.34,0,2,0,0,0,2,0.693147180559945,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,1,1,0,0,1,1,1,1,1,1,531,1,1.989,22659.17522304,11392.7421935847,5
"9036",9036,1461349021,1,4,1,46,6,2,2,0,0,35588.14,0,2,0,0,0,2,0.693147180559945,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,3,1,1,0,0,0,0,1,1,1,0,433,1,1.989,9267.88126133,4660.06549086476,5
"9037",9037,1461349022,1,4,1,55,6,4,3,0,0,22774.12,1,3,0,0.333333333333333,2,4,1.38629436111989,0,1,1,0,0,0,0,0,0,3,0,0,0,1,0,5,1,0,1,0,0,0,1,0,1,1,433,1,3.4329,5789.69488061,1687.24046159515,4
"9038",9038,1461349023,1,4,1,29,10,3,2,0,0,34279.48,1,2,0,0.5,1,3,1.09861228866811,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,0,0,0,1,1,1,1,433,1,2.6921,9435.46914276,3505.50174315961,4
"9039",9039,1461349025,1,4,2,25,8,2,2,0,0,40805.86,0,2,0,0,1,2,0.693147180559945,1,0,2,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,1,0,0,1,1,0,1,1,433,1,1.989,9712.05126472,4883.37871529412,5
"9040",9040,1461349026,1,4,1,35,4,5,3,0,0,35021.41,2,3,0,0.666666666666667,2,5,1.6094379124341,1,0,2,0,0,0,0,0,0,5,0,0,0,1,0,3,0,0,1,0,0,1,1,0,1,0,433,1,4.1711,8155.41378979,1955.97921166838,4
"9041",9041,1461349202,1,4,1,50,2,5,5,0,0,44531.6,0,5,0,0,3,5,1.6094379124341,1,0,3,0,0,0,0,0,4,0,0,0,0,1,0,3,1,0,1,0,0,0,0,1,1,1,433,1,4.1061,12178.71008862,2966.76071908137,1
"9042",9042,1461349203,1,4,1,41,4,3,3,0,0,19560.66,0,3,0,0,2,3,1.09861228866811,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,1,1,0,0,0,1,1,0,1,1,433,1,2.6947,4741.70465403,1760.26992022489,4
"9043",9043,1461349204,1,4,2,42,3,4,3,0,0,15712.7,1,3,0,0.333333333333333,2,4,1.38629436111989,0,0,1,0,0,1,0,0,4,0,0,0,0,0,1,2,0,0,1,0,0,1,1,1,1,1,433,1,3.109,4327.16599381,1392.49758565777,3
"9044",9044,1461349212,1,4,2,62,1,3,3,0,0,16522.72,0,3,0,0,1,3,1.09861228866811,0,0,1,1,0,0,0,0,2,1,0,0,0,1,0,4,0,1,0,0,0,1,1,1,1,1,433,1,2.6947,3633.98356233,1349.19592619958,1
"9045",9045,1461349214,1,4,1,35,8,5,4,0,0,12140.11,1,4,0,0.25,3,5,1.6094379124341,1,0,1,0,0,0,0,0,4,0,0,0,0,1,0,4,0,1,0,0,0,1,1,1,1,0,433,1,4.136,2257.68600179,546.62040662234,1
"9046",9046,1461349215,1,4,1,65,3,5,3,1,0,34686.55,1,3,1,0.666666666666667,0,5,1.6094379124341,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,0,1,1,1,0,1,433,1,4.4274,10230.73585214,2311.55153185617,4
"9047",9047,1461349316,1,4,1,34,3,6,4,0,0,29539.78,2,4,0,0.5,2,6,1.79175946922805,0,1,4,0,0,0,0,0,6,0,0,0,0,0,0,3,0,1,0,0,1,1,1,1,1,1,433,1,4.9418,7904.0296982,1600.22087057348,2
"9048",9048,1461349317,1,4,1,29,6,4,2,0,0,22337.45,1,2,0,0.5,1,3,1.09861228866811,0,1,1,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,433,1,3.3952,6092.49405137,1795.14881343367,5
"9049",9049,1461349318,1,4,1,53,3,7,4,0,0,66836.32,3,4,0,0.75,1,7,1.94591014905531,0,0,2,1,0,0,0,0,0,2,1,0,0,1,0,4,1,0,1,0,0,0,1,1,0,1,433,1,6.0873,19490.69557452,3202.69789143298,4
"9050",9050,1461349319,1,4,1,46,4,7,3,1,0,34372.74,3,3,1,1.33333333333333,1,7,1.94591014905531,1,0,0,2,0,0,0,0,5,1,1,1,0,1,0,4,0,0,1,0,0,0,1,0,1,1,433,1,6.1575,9300.5806082,1511.28511704426,2
"9051",9051,1461349320,1,4,1,38,4,4,2,0,0,22453.74,2,2,0,1,1,4,1.38629436111989,1,0,1,1,0,0,0,0,4,0,0,0,0,0,0,2,1,0,1,0,0,1,1,0,1,1,433,1,3.4654,5722.02993039,1651.90030887921,3
"9052",9052,1461349906,1,4,1,33,10,6,2,0,0,59610.79,4,2,0,2,1,6,1.79175946922805,1,0,2,0,0,0,0,0,0,6,0,0,0,1,0,3,1,0,1,0,0,0,0,0,1,1,433,1,4.8716,16682.08051492,3425.14822951802,4
"9053",9053,1461349907,1,4,1,46,6,3,3,0,0,40887.39,0,3,0,0,2,3,1.09861228866811,1,0,0,2,0,0,0,0,0,0,1,0,0,0,1,3,1,0,1,0,0,0,0,1,0,0,433,1,2.6947,12493.59814956,4636.98847721824,5
"9054",9054,1461349908,1,4,2,30,6,5,2,0,0,25434.78,3,2,0,1.5,1,5,1.6094379124341,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,1,1,1,0,433,1,4.1685,7555.78972841,1813.35209989445,3
"9055",9055,1461349909,1,4,1,34,6,4,2,0,0,33064.06,2,2,0,1,1,4,1.38629436111989,0,1,1,0,0,0,0,0,0,4,0,0,0,0,1,4,1,0,1,0,0,0,1,0,1,1,433,1,3.4303,9809.30446498,2860.31389819549,4
"9056",9056,1461349910,1,4,1,28,8,4,3,0,0,40796.75,1,3,0,0.333333333333333,2,4,1.38629436111989,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,3,1,0,1,0,0,0,1,1,1,0,433,1,3.3978,11113.0986326,3271.38043222085,5
"9057",9057,1461351416,1,4,1,35,6,3,2,0,0,40490.04,1,2,0,0.5,1,3,1.09861228866811,0,0,0,1,0,0,0,0,3,0,1,0,0,1,0,6,0,0,1,0,0,0,1,0,1,0,477,1,2.7272,11152.30891363,4089.92230625917,1
"9058",9058,1461351417,1,4,1,51,4,7,5,0,0,30380.43,2,5,0,0.4,2,7,1.94591014905531,1,1,2,1,2,0,0,0,0,5,1,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,477,1,6.1601,7832.86341142,1272.38575857859,4
"9059",9059,1461351418,1,4,1,40,7,5,3,0,0,29708.31,2,3,0,0.666666666666667,1,5,1.6094379124341,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,6,1,0,1,0,0,0,1,0,1,0,477,1,4.1711,7795.60540265,1869.7169817674,1
