"","X","FOLIOVIV","FOLIOHOG","tam_loc","sexo_jefe","edad_jefe","educa_jefe","tot_integ","p12_64","p65mas","remesas","ing_cor","int0a12","int12a64","int65a98","depdemog","muj12a49","tot_per","ltot_per","p_esc3","p_esc5b","trab_sub","trab_ind","trab_s_pago","seg_alim2","seg_alim3","seg_alim_a","seg_pop","ss","jtrab_ind","ssjtrabind","con_remesas","viv_prop","viv_rent","tot_cuar","bao13","piso_fir","piso_rec","combustible","sin_refri","sin_vehi","sin_compu","sin_vidvd","sin_telef","sin_horno","factor","rururb","tamhogesc","ict","ictpc","finalMemb_rur"
"21403",21403,2062767821,1,4,2,79,3,4,3,1,0,10862.41,0,3,1,0.333333333333333,0,4,1.38629436111989,0,0,2,1,2,0,0,0,2,0,0,0,0,1,0,4,0,1,0,1,0,1,1,0,1,1,680,1,3.978,2721.03013275,684.768258609854,1
"21404",21404,2062767822,1,4,1,65,3,5,3,1,0,10394.71,1,3,1,0.666666666666667,0,5,1.6094379124341,0,0,1,1,1,0,0,0,5,0,1,0,0,1,0,4,0,1,0,1,0,1,1,1,0,1,680,1,4.1386,2440.79053285,590.52073958585,1
"21405",21405,2062767823,1,4,1,41,4,5,4,0,0,9776.37,1,4,0,0.25,1,5,1.6094379124341,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,680,1,3.8498,2513.79938299,653.709071377734,5
"21406",21406,2062767824,1,4,1,39,6,2,2,0,0,12179,0,2,0,0,1,2,0.693147180559945,1,0,1,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,1,0,1,1,1,0,1,680,1,1.989,2590.91790282,1303.12061479135,5
"21407",21407,2062822008,1,4,2,57,3,1,1,0,0,3461.17,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,513,1,1,642.61847634,642.61847634,5
"21408",21408,2062822009,1,4,1,44,4,8,5,0,0,14523.36,3,5,0,0.6,2,8,2.07944154167984,0,1,5,0,2,0,0,0,6,0,0,0,0,1,0,6,0,1,0,1,0,1,1,1,1,1,513,1,6.8632,3568.72589077,520.834172218499,2
"21409",21409,2062822010,1,4,1,65,3,3,2,1,0,7732.78,0,2,1,0.5,0,3,1.09861228866811,0,0,2,1,1,1,1,0,2,0,1,0,0,1,0,3,0,1,0,1,1,1,1,0,1,1,513,1,2.9835,1701.25592733,570.886350705547,5
"21410",21410,2062822011,1,4,1,80,3,2,0,2,0,4289.97,0,0,2,0,0,2,0.693147180559945,0,1,0,1,0,1,1,1,2,0,1,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,513,1,1.989,902.18371142,454.08381670186,5
"21411",21411,2062822011,2,4,1,33,6,4,2,0,0,4001.07,2,2,0,1,1,4,1.38629436111989,0,1,1,0,1,1,1,1,4,0,0,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,513,1,3.3952,1043.80784678,308.141802185438,3
"21412",21412,2062822012,1,4,1,26,4,3,2,0,0,13878.67,1,2,0,0.5,1,3,1.09861228866811,1,1,1,0,0,0,0,0,3,0,0,0,0,1,0,3,0,1,0,1,1,1,1,0,1,1,513,1,2.6921,3486.10620794,1295.56788675755,3
"21413",21413,2062822213,1,4,1,61,3,10,8,2,0,28498.37,0,8,2,0.25,2,10,2.30258509299405,0,0,1,2,0,0,0,0,10,6,1,0,0,1,0,4,0,1,0,1,0,1,1,1,1,0,513,1,9.3674,7492.64886286,800.757548824647,2
"21414",21414,2062822214,1,4,1,70,1,2,0,2,0,6528.38,0,0,2,0,0,2,0.693147180559945,1,0,0,1,0,0,0,0,2,0,1,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,513,1,1.989,1399.4762992,704.105228355958,5
"21415",21415,2062822215,1,4,1,73,3,2,0,2,0,6267.95,0,0,2,0,0,2,0.693147180559945,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0,2,0,1,0,1,0,1,1,1,1,1,513,1,1.989,1445.71249508,727.351179024635,5
"21416",21416,2062822216,1,4,1,68,3,2,1,1,0,6016.35,0,1,1,1,0,2,0.693147180559945,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,513,1,1.989,1396.8241841,702.771837154349,5
"21417",21417,2062822217,1,4,1,38,4,5,3,0,0,17436.25,2,3,0,0.666666666666667,1,5,1.6094379124341,1,1,2,0,0,0,0,0,5,4,0,0,0,1,0,3,0,1,0,1,0,1,1,0,0,1,513,1,4.1711,4169.35026384,1000.34076474791,3
"21418",21418,2062822218,1,4,1,29,3,4,2,0,0,9705.87,2,2,0,1,1,4,1.38629436111989,0,1,1,0,0,1,1,0,4,4,0,0,0,1,0,2,1,1,0,1,1,1,1,1,1,1,513,1,3.4303,2070.37677103,604.264079243798,3
"21419",21419,2062822319,1,4,1,34,6,3,2,0,0,22171.86,1,2,0,0.5,1,3,1.09861228866811,0,0,1,1,0,0,0,0,3,0,0,0,0,1,0,3,0,1,0,1,0,1,1,0,1,1,513,1,2.6921,5578.16971904,2072.67999667174,3
"21420",21420,2062822320,1,4,1,61,1,8,7,0,0,6221.04,1,7,0,0.142857142857143,1,8,2.07944154167984,0,0,2,1,1,0,0,0,7,0,1,0,0,1,0,3,0,1,0,1,1,1,1,1,1,1,513,1,6.8333,1370.02012674,201.345386085786,2
"21421",21421,2062822321,1,4,1,28,6,4,2,0,0,8069.35,2,2,0,1,1,4,1.38629436111989,1,1,1,0,0,0,0,0,4,0,0,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,513,1,3.4303,1821.35063309,531.668056172929,3
"21422",21422,2062822322,1,4,1,31,1,6,2,1,0,6009.95,3,2,1,2,1,6,1.79175946922805,0,0,1,0,0,0,0,0,5,0,0,0,0,1,0,3,0,1,0,1,1,1,1,1,1,1,513,1,5.1279,1362.97194868,266.600333212426,3
"21423",21423,2062822323,1,4,1,68,3,3,1,2,0,6889.74,0,1,2,2,1,3,1.09861228866811,0,0,2,1,0,0,0,0,3,0,1,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,513,1,2.9835,1401.49773598,470.414357626948,5
"21424",21424,2062822324,1,4,1,63,3,3,3,0,0,4756.45,0,3,0,0,1,3,1.09861228866811,0,0,0,2,0,0,0,0,3,0,1,0,0,1,0,3,0,1,0,1,1,1,1,0,1,1,513,1,2.9835,1035.39888247,347.706513313223,1
"21425",21425,2062822901,1,4,1,45,4,8,6,0,0,14690.59,2,6,0,0.333333333333333,4,8,2.07944154167984,0,1,1,1,1,0,0,0,8,4,1,0,0,1,0,4,0,1,0,1,0,1,1,0,1,1,513,1,6.8307,4074.09250762,597.292108805833,2
"21426",21426,2062822902,1,4,1,42,3,7,5,0,0,17182.61,2,5,0,0.4,2,7,1.94591014905531,0,0,2,1,1,0,0,0,7,6,1,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,513,1,6.1926,4201.33077098,679.282267703388,2
"21427",21427,2062822903,1,4,2,54,3,4,3,1,0,20278.93,0,3,1,0.333333333333333,1,4,1.38629436111989,0,0,1,1,1,0,0,0,4,2,1,0,0,1,0,5,0,1,0,1,1,1,1,1,0,0,513,1,3.4004,5643.55785556,1660.38061862134,1
"21428",21428,2062822904,1,4,1,51,6,6,5,0,0,20751.93,1,5,0,0.2,4,6,1.79175946922805,1,1,1,1,0,0,0,0,5,5,0,0,0,1,0,3,1,1,0,1,1,1,1,1,1,1,513,1,5.1656,5279.49628887,1022.85540670396,2
"21429",21429,2062822905,1,4,1,36,6,4,4,0,0,15720.03,0,4,0,0,1,4,1.38629436111989,1,0,0,2,0,0,0,0,4,4,1,0,0,1,0,2,0,1,0,1,0,1,1,0,0,0,513,1,3.4004,3716.47889633,1093.659362525,1
"21430",21430,2062822906,1,4,2,41,6,3,2,0,0,20793.75,1,2,0,0.5,2,3,1.09861228866811,0,0,0,1,0,0,0,0,3,3,1,0,0,1,0,4,0,1,0,1,0,1,1,1,0,0,513,1,2.4384,5377.73715848,2206.02672181759,1
"21431",21431,2062853402,1,4,1,42,6,3,3,0,733.69,18682.52,0,3,0,0,2,3,1.09861228866811,0,1,1,1,0,0,0,0,3,0,0,0,1,0,0,3,1,0,1,0,0,1,1,1,1,1,364,1,2.6947,4210.30089815,1563.06661155231,1
"21432",21432,2062853403,1,4,1,41,4,6,2,0,0,20429.17,4,2,0,2,1,6,1.79175946922805,0,1,1,0,0,1,1,1,6,0,0,0,0,0,0,2,0,1,0,0,0,1,1,0,1,1,364,1,4.8716,4268.47324191,876.990073468676,3
"21433",21433,2062853404,1,4,1,57,8,5,5,0,0,38115.85,0,5,0,0,3,5,1.6094379124341,0,1,2,0,0,0,1,0,5,0,0,0,0,1,0,4,1,0,1,1,0,0,1,0,1,1,364,1,4.1061,9707.07013242,2364.81727975938,1
"21434",21434,2062853405,1,4,1,45,3,6,4,0,3423.91,39999.76,2,4,0,0.5,3,6,1.79175946922805,0,1,0,2,0,0,0,0,6,0,1,0,1,1,0,3,1,1,0,0,0,1,1,0,1,1,364,1,5.1305,10951.73143778,2135.43746959945,2
"21435",21435,2062853406,1,4,1,31,4,4,2,0,0,18561.71,2,2,0,1,1,4,1.38629436111989,0,0,0,1,0,0,0,0,4,0,1,0,0,1,0,5,0,1,0,1,0,1,1,0,1,1,364,1,3.3952,4289.77608927,1264.18805645323,1
"21436",21436,2062853507,1,4,1,36,8,3,2,0,0,28960.39,1,2,0,0.5,1,3,1.09861228866811,0,0,2,0,0,0,0,0,3,0,0,0,0,0,1,3,1,0,1,0,0,0,1,0,1,1,364,1,2.7272,7801.03515974,2861.08916094896,3
"21437",21437,2062853508,1,4,1,65,4,5,2,1,0,5499.55,2,2,1,1.5,1,5,1.6094379124341,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,2,1,1,0,1,0,1,1,0,1,1,364,1,4.2036,1237.68167771,295.195850630412,5
"21438",21438,2062853509,1,4,2,46,3,11,8,1,0,30446.55,1,8,1,0.25,3,10,2.30258509299405,0,0,6,1,1,0,0,0,11,0,0,0,0,1,0,4,0,0,1,1,0,1,1,0,1,1,364,1,8.9478,8026.63882893,897.939899073515,2
"21439",21439,2062853509,2,4,1,31,3,6,2,0,0,21386.77,4,2,0,2,1,6,1.79175946922805,0,1,1,0,0,0,0,0,6,0,0,0,0,1,0,4,0,0,1,1,1,1,1,1,1,1,364,1,4.9067,6069.55440443,1237.78937054028,3
"21440",21440,2062853510,1,4,1,48,4,6,5,0,0,33317.49,1,5,0,0.2,3,6,1.79175946922805,0,1,5,0,0,0,0,0,6,0,0,0,0,0,1,3,0,0,1,1,0,1,1,1,1,1,364,1,5.4219,8997.65900245,1660.31850503514,2
"21441",21441,2062853512,1,4,2,68,3,1,0,1,6309.78,12398.34,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,3,0,1,0,0,0,1,1,1,1,0,364,1,1,3114.61872496,3114.61872496,5
"21442",21442,2062853614,1,4,1,26,6,5,2,0,0,33806.55,3,2,0,1.5,1,5,1.6094379124341,0,1,1,1,1,0,0,0,5,0,1,0,0,1,0,3,1,1,0,0,1,0,1,0,1,1,364,1,4.0983,6722.66595427,1641.11076648122,3
"21443",21443,2062853615,1,4,1,58,4,2,2,0,0,24322.9,0,2,0,0,0,2,0.693147180559945,0,0,1,1,0,0,0,0,2,0,0,0,0,1,0,4,1,1,0,0,0,0,0,1,0,0,364,1,1.989,5865.44880651,2949.44082780794,5
"21444",21444,2062853616,1,4,1,51,4,4,4,0,0,39988.49,0,4,0,0,2,4,1.38629436111989,0,1,2,1,0,0,0,0,4,0,1,0,0,1,0,2,0,1,0,0,0,1,1,0,1,0,364,1,3.6892,10122.41283777,2744.52511053074,1
"21445",21445,2062853617,1,4,1,31,6,4,2,0,0,20743.18,2,2,0,1,1,4,1.38629436111989,1,1,1,0,0,0,0,0,4,0,0,0,0,1,0,3,1,0,1,1,0,1,1,1,0,1,364,1,3.4654,3905.649556,1127.75291625786,3
"21446",21446,2062853618,1,4,1,37,6,3,2,1,0,19175.39,0,2,1,0.5,1,3,1.09861228866811,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,3,0,1,0,0,0,1,0,0,1,0,364,1,2.9835,4268.77798473,1431.46019263617,5
"21447",21447,2062853719,1,4,1,41,4,5,4,0,0,19778.89,1,4,0,0.25,2,5,1.6094379124341,0,1,1,0,0,0,0,0,5,0,0,0,0,1,0,5,1,0,1,1,0,0,1,0,1,1,364,1,4.1386,4220.9271214,1020.65087744648,1
"21448",21448,2062853722,1,4,1,36,4,5,3,0,2950.8,33098.33,2,3,0,0.666666666666667,1,5,1.6094379124341,0,0,2,0,0,0,0,0,5,0,0,0,1,1,0,5,1,1,0,1,0,0,1,0,1,1,364,1,4.136,8160.33651715,1973.76027977514,1
"21449",21449,2062853723,1,4,2,57,3,4,3,0,983.6,15045.72,1,3,0,0.333333333333333,2,4,1.38629436111989,0,0,2,0,0,0,0,0,4,1,0,0,1,1,0,2,0,1,0,0,1,1,1,1,1,1,364,1,3.6866,3645.9645121,989.706263793197,3
"21450",21450,2062853724,1,4,1,27,6,3,2,0,0,15642.49,0,2,0,0,1,2,0.693147180559945,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,3,0,1,0,1,1,0,1,1,1,1,364,1,2.6921,3810.78620645,1416.17261856915,5
"22892",22892,2160041203,1,4,2,53,6,3,3,0,0,28281.57,0,3,0,0,1,3,1.09861228866811,0,1,3,0,0,0,0,0,1,1,0,0,0,1,0,3,1,0,1,0,0,1,1,1,0,1,1139,1,2.9835,6637.11909051,2225.27319943355,5
"22893",22893,2160041204,1,4,2,36,10,4,4,0,0,29685.06,0,4,0,0,3,4,1.38629436111989,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,1,0,0,1,0,0,1,0,1139,1,3.1116,8412.51999135,2704.27805352552,1
"22894",22894,2160041205,1,4,1,26,10,1,1,0,0,22255.37,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,0,0,0,0,1139,1,1,5131.56692005,5131.56692005,5
"22895",22895,2160041206,1,4,1,33,6,5,3,0,0,22077.34,2,3,0,0.666666666666667,2,5,1.6094379124341,0,1,2,0,0,0,1,0,1,0,0,0,0,0,1,3,1,0,1,0,0,1,1,1,1,1,1139,1,4.4248,6333.235358,1432.07832173206,3
"22896",22896,2160041307,1,4,2,38,4,3,3,0,0,16729.14,0,3,0,0,2,3,1.09861228866811,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,3,1,0,1,0,0,1,1,0,1,1,1139,1,2.6947,3607.58701878,1339.40019994062,1
"22897",22897,2160041308,1,4,1,23,10,2,2,0,0,19390.52,0,2,0,0,1,2,0.693147180559945,0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,3,1,0,1,0,0,1,0,1,1,1,1139,1,1.989,5612.26101993,2822.14681746104,5
"22898",22898,2160041309,1,4,1,28,10,2,2,0,0,41056.73,0,2,0,0,1,2,0.693147180559945,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,2,1,0,1,0,0,0,0,0,1,0,1139,1,1.989,10887.14334806,5474.17413175465,5
"22899",22899,2160041310,1,4,1,62,6,2,2,0,0,16385.85,0,2,0,0,0,2,0.693147180559945,0,1,2,0,0,0,0,0,2,1,0,0,0,0,1,3,1,0,1,0,0,0,1,0,0,1,1139,1,1.989,4710.42055093,2368.73280589744,5
"22900",22900,2160041311,1,4,2,39,8,5,3,1,0,40753.44,1,3,1,0.666666666666667,1,5,1.6094379124341,0,1,2,0,0,0,0,0,0,5,0,0,0,1,0,4,1,0,1,0,0,0,0,1,0,1,1139,1,4.4599,10683.38102278,2396.20639986995,4
"22901",22901,2160041312,1,4,2,51,6,2,2,0,0,30767.86,0,2,0,0,1,2,0.693147180559945,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,3,1,0,1,0,0,0,1,1,1,0,1139,1,1.7002,7694.92356654,4526.30500325844,5
"22902",22902,2160041414,1,4,2,44,10,3,3,0,0,28468.27,0,3,0,0,2,3,1.09861228866811,0,1,1,0,0,1,1,1,3,3,0,0,0,1,0,2,1,1,0,0,0,0,0,0,1,0,1139,1,2.4059,7135.00453979,2966.21241106862,4
"22903",22903,2160041416,1,4,2,56,10,2,2,0,0,36913.55,0,2,0,0,1,2,0.693147180559945,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,3,1,0,1,0,0,0,1,0,0,0,1139,1,1.989,10269.13620411,5163.46164108094,5
"22904",22904,2160041418,1,4,2,36,7,5,3,1,13206.52,23037.03,1,3,1,0.666666666666667,2,5,1.6094379124341,0,1,1,1,1,0,0,0,0,3,1,0,1,1,0,4,1,0,1,0,0,0,0,0,0,0,1139,1,4.3923,5391.00516329,1228.14868367143,4
"22905",22905,2160241501,1,4,1,74,3,3,2,1,0,18274.39,0,2,1,0.5,1,3,1.09861228866811,0,1,2,1,0,1,0,0,3,0,1,0,0,1,0,4,0,1,0,0,1,1,1,1,1,1,1051,1,2.9835,4689.95125683,1572.62770465225,1
"22906",22906,2160241502,1,4,1,36,1,5,4,0,0,49328.52,1,4,0,0.25,2,5,1.6094379124341,0,0,2,2,0,1,0,0,5,0,0,0,0,1,0,4,0,1,0,0,1,1,1,1,1,1,1051,1,4.1386,13049.34086448,3153.8393332238,1
"22907",22907,2160241503,1,4,1,66,1,6,2,2,0,63780.09,2,2,2,2,1,6,1.79175946922805,0,1,2,1,0,0,1,0,6,0,0,0,0,1,0,2,0,1,0,1,1,1,1,1,1,1,1051,1,5.4193,19319.35034056,3565.73167024523,3
"22908",22908,2160241504,1,4,1,58,1,4,4,0,0,22133.7,0,4,0,0,1,4,1.38629436111989,0,1,2,1,0,0,0,0,4,0,0,0,0,1,0,4,0,1,0,1,1,1,1,1,1,1,1051,1,3.978,5573.89565269,1401.92902279789,1
"22909",22909,2160241505,1,4,1,38,3,4,3,0,0,18193.25,1,3,0,0.333333333333333,2,4,1.38629436111989,0,0,2,0,0,0,0,0,4,0,0,0,0,1,0,4,0,1,0,1,1,1,1,0,1,1,1051,1,3.4329,3431.10244078,1000.18507407149,1
"22910",22910,2160241506,1,4,2,48,4,2,2,0,0,22018.2,0,2,0,0,1,2,0.693147180559945,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,4,0,1,0,0,1,1,1,0,1,1,1051,1,1.989,5375.68786713,2703.20606693313,5
"22911",22911,2160241607,1,4,1,33,4,5,3,0,0,19524.56,2,3,0,0.666666666666667,2,5,1.6094379124341,0,0,1,1,0,0,0,0,5,0,0,0,0,1,0,2,0,1,0,0,0,1,1,0,1,1,1051,1,4.1685,5082.03625283,1219.91237923234,3
"22912",22912,2160241608,1,4,1,46,3,4,2,0,0,16002.44,2,2,0,1,1,4,1.38629436111989,0,1,2,0,0,1,1,1,4,0,0,0,0,1,0,2,0,1,0,0,1,1,1,1,1,1,1051,1,3.4654,4274.11534332,1234.07997440988,3
"22913",22913,2160241609,1,4,1,30,3,5,2,0,0,19462.88,3,2,0,1.5,1,5,1.6094379124341,0,1,1,0,0,1,0,0,5,0,0,0,0,1,0,2,0,1,0,0,1,1,1,1,1,1,1051,1,4.1685,4938.50193968,1185.47929463356,3
"22914",22914,2160241610,1,4,1,48,3,12,9,0,0,50715.2,3,9,0,0.333333333333333,5,12,2.484906649788,0,1,3,1,0,0,0,0,3,0,1,0,0,1,0,4,0,1,0,0,1,1,1,0,1,1,1051,1,10.0073,14306.78479341,1430.53491885024,2
"22915",22915,2160241611,1,4,2,30,3,3,1,0,0,16440.42,2,1,0,2,1,3,1.09861228866811,0,0,1,0,0,1,1,1,3,0,0,0,0,1,0,2,0,1,0,0,1,1,1,1,1,1,1051,1,2.4709,4148.02630168,1679.346473625,3
"22916",22916,2160241612,1,4,2,77,1,2,1,1,0,18475.82,0,1,1,1,1,2,0.693147180559945,0,0,2,0,0,1,1,0,2,0,0,0,0,1,0,3,0,1,0,0,1,1,1,0,1,1,1051,1,1.7002,4926.7314617,2898.14825414657,5
"22917",22917,2160241713,1,4,1,38,1,5,3,0,0,7099.15,2,3,0,0.666666666666667,2,5,1.6094379124341,0,1,0,2,0,0,1,1,5,0,1,0,0,1,0,3,0,1,0,1,1,1,1,0,1,1,1051,1,4.1711,1324.99409933,318.420848056867,3
"22918",22918,2160241714,1,4,1,34,3,5,5,0,0,10189.08,0,5,0,0,3,5,1.6094379124341,0,1,1,0,0,1,1,0,3,0,0,0,0,0,0,2,0,1,0,1,1,1,1,1,1,1,1051,1,4.1061,2045.2684273,498.861334916344,3
"22919",22919,2160241715,1,4,1,41,4,5,4,0,0,9510.37,1,4,0,0.25,1,5,1.6094379124341,0,1,3,0,0,1,0,0,5,0,0,0,0,1,0,3,0,1,0,1,0,1,1,1,1,1,1051,1,4.1386,1840.00719068,445.354900372106,3
"22920",22920,2160241716,1,4,1,22,8,3,2,0,0,12553.38,0,2,0,0,1,2,0.693147180559945,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,1,1,1,0,1,1,1051,1,2.4033,3383.81677131,1408.57157712728,5
"22921",22921,2160241717,1,4,1,36,4,4,3,0,0,9629.48,1,3,0,0.333333333333333,1,4,1.38629436111989,0,1,1,2,1,0,0,0,3,0,1,0,0,1,0,2,0,1,0,0,1,1,1,0,1,1,1051,1,3.4654,2471.07112249,713.78095529809,3
"22922",22922,2160241718,1,4,1,37,3,5,4,0,0,13217.25,1,4,0,0.25,3,5,1.6094379124341,0,1,2,0,0,0,0,0,5,0,0,0,0,1,0,3,0,1,0,1,1,1,1,1,1,1,1051,1,4.1035,2921.21798106,712.640789828195,3
"22923",22923,2160241819,1,4,1,28,3,4,2,0,0,10605.22,2,2,0,1,1,4,1.38629436111989,0,1,0,1,0,0,0,0,4,0,1,0,0,1,0,2,1,1,0,0,1,0,1,1,1,1,1051,1,3.4654,2575.63809182,743.95552946846,3
"22924",22924,2160241820,1,4,1,38,4,6,3,0,0,24697.17,3,3,0,1,2,6,1.79175946922805,0,1,0,2,0,0,0,0,6,0,1,0,0,0,0,3,1,1,0,0,1,1,1,1,1,1,1051,1,4.8742,6300.3211145,1293.38051670018,3
"22925",22925,2160241821,1,4,1,44,1,6,5,0,0,25963.96,1,5,0,0.2,3,6,1.79175946922805,0,1,4,0,0,0,0,0,4,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,1,1,1051,1,4.8443,6786.49567068,1401.71747634952,2
"22926",22926,2160241822,1,4,1,22,4,4,2,0,0,22692.44,2,2,0,1,1,4,1.38629436111989,0,1,1,0,0,0,0,0,4,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1051,1,3.3952,5653.33203346,1665.8009052368,3
"22927",22927,2160241823,1,4,1,42,4,5,4,0,0,18129.81,1,4,0,0.25,2,5,1.6094379124341,0,0,2,2,0,0,0,0,0,0,1,0,0,1,0,4,1,1,0,0,0,1,1,1,1,1,1051,1,4.1035,4617.79985234,1126.0883032387,1
"22928",22928,2160241824,1,4,1,34,3,5,2,0,0,20060.96,2,2,0,1,1,4,1.38629436111989,0,1,1,1,0,0,0,0,5,0,0,0,0,1,0,3,1,1,0,0,1,1,1,0,1,1,1051,1,4.1685,4474.47209364,1074.1611115845,3
"22929",22929,2160271007,1,4,1,45,4,5,4,0,0,39755.27,1,4,0,0.25,1,5,1.6094379124341,1,0,4,0,0,0,0,0,5,0,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,1,663,1,4.3923,11439.85082688,2605.29634289097,3
"22930",22930,2160271008,1,4,1,52,4,2,2,0,0,17244.41,0,2,0,0,0,2,0.693147180559945,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,1,1,0,0,0,0,0,1,0,0,663,1,1.989,4554.8582117,2290.52147395676,5
"22931",22931,2160271009,1,4,1,72,4,3,1,2,0,19791.05,0,1,2,2,0,3,1.09861228866811,0,0,2,1,2,0,0,0,3,0,1,0,0,1,0,4,0,1,0,0,1,1,1,1,1,1,663,1,2.9835,5270.87090289,1767.3384960248,5
"22932",22932,2160271010,1,4,1,29,6,1,1,0,0,22168.08,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,5,1,0,1,0,0,0,1,0,1,0,663,1,1,5589.44519032,5589.44519032,5
"22933",22933,2160271011,1,4,1,40,1,2,2,0,0,21559.29,0,2,0,0,1,2,0.693147180559945,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,4,1,1,0,0,0,0,1,0,1,1,663,1,1.989,5342.70397793,2686.62291499749,5
"22934",22934,2160271012,1,4,1,48,5,1,1,0,0,32339.75,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,4,1,0,1,0,1,1,1,1,1,1,663,1,1,8333.17620363,8333.17620363,5
"22935",22935,2160271213,1,4,1,27,8,3,2,0,0,35242.6,1,2,0,0.5,0,3,1.09861228866811,0,0,2,0,0,0,1,1,2,1,0,0,0,0,0,4,1,1,0,0,0,1,1,0,1,1,663,1,2.7272,9174.99221791,3364.88685021634,5
"22936",22936,2160271214,1,4,2,25,5,4,2,1,0,23919.92,1,2,1,1,1,4,1.38629436111989,0,0,1,0,0,0,0,0,1,3,0,0,0,0,1,4,1,1,0,0,0,1,1,0,1,1,663,1,3.7217,6833.44162589,1836.83889778596,4
"22937",22937,2160271215,1,4,1,29,9,1,1,0,0,25531.75,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,4,1,1,0,0,1,1,1,0,1,1,663,1,1,6158.74716382,6158.74716382,5
"22938",22938,2160271216,1,4,1,26,8,2,2,0,0,48497.05,0,2,0,0,1,2,0.693147180559945,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,4,1,0,1,0,0,0,0,0,1,0,663,1,1.989,12432.52527703,6251.13839971342,5
"22939",22939,2160271217,1,4,1,29,10,2,2,0,0,25359.1,0,2,0,0,1,2,0.693147180559945,0,1,1,0,0,0,0,0,0,2,0,0,0,0,1,3,1,0,1,0,0,1,1,1,1,0,663,1,1.989,7179.51369507,3610.10693568125,5
"22940",22940,2160271218,1,4,1,36,5,2,2,0,0,47156.69,0,2,0,0,1,2,0.693147180559945,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,4,1,0,1,0,0,0,0,0,1,1,663,1,1.989,13107.0489954,6590.26545771745,5
"22941",22941,2160271319,1,4,1,32,6,4,2,0,0,49540.17,2,2,0,1,1,4,1.38629436111989,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,4,1,1,0,0,0,1,1,1,1,1,663,1,3.4303,13621.47010453,3971.63525188176,5
"22942",22942,2160271322,1,4,2,52,6,9,4,0,0,33907.28,4,4,0,1,2,8,2.07944154167984,0,1,3,0,0,1,1,0,9,4,0,0,0,0,1,4,1,1,0,0,0,1,1,0,1,1,663,1,7.3451,10025.92098957,1365.84472499626,2
"22943",22943,2160271323,1,4,1,61,1,3,3,0,0,49765.94,0,3,0,0,0,3,1.09861228866811,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0,4,1,1,0,0,0,0,1,1,1,1,663,1,2.9835,14180.43579714,4753.61799803586,1
"22944",22944,2160271901,1,4,2,64,4,1,1,0,0,8617.84,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,1,1,1,0,1,663,1,1,568.66121512,568.66121512,5
"22945",22945,2160271902,1,4,1,66,4,2,1,1,0,14238.45,0,1,1,1,0,2,0.693147180559945,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,6,0,1,0,0,0,1,1,1,1,1,663,1,1.989,2879.46271641,1448.1909082001,5
